true_date,price,USD_to_LKR,weather_cat,crop_cat,region,grade,elevation
2021-08-11,3000.0,199.5392,Overcast,Decline,WESTERN HIGH,BOP,High
2021-08-18,700.0,199.4368,Bright,Decline,WESTERN HIGH,BOP,High
2021-08-25,715.0,199.39775,Mixed,Maintained,WESTERN HIGH,BOP,High
2021-09-01,790.0,199.3643,Mixed,Decline,WESTERN HIGH,BOP,High
2021-09-08,810.0,199.4965,Mixed,Decline,WESTERN HIGH,BOP,High
2021-09-15,850.0,199.7687,Mixed,Slight Decline,WESTERN HIGH,BOP,High
2021-09-22,750.0,201.5033,Overcast,Decline,WESTERN HIGH,BOP,High
2021-09-29,800.0,201.5033,Overcast,Decline,WESTERN HIGH,BOP,High
2021-10-06,850.0,200.0643,Mixed,Decline,WESTERN HIGH,BOP,High
2021-10-13,1020.0,200.4485,Overcast,Increase,WESTERN HIGH,BOP,High
2021-10-20,850.0,201.4879,Mixed,Increase,WESTERN HIGH,BOP,High
2021-10-27,880.0,199.6986,Mixed,Decline,WESTERN HIGH,BOP,High
2021-11-03,840.0,201.9818,Mixed,Increase,WESTERN HIGH,BOP,High
2021-11-10,800.0,202.0085,Overcast,Maintained,WESTERN HIGH,BOP,High
2021-11-17,900.0,202.6712,Bright,Slight Decline,WESTERN HIGH,BOP,High
2021-11-24,800.0,201.4611,Overcast,Decline,WESTERN HIGH,BOP,High
2021-12-01,790.0,202.6101,Bright,Decline,WESTERN HIGH,BOP,High
2021-12-08,750.0,193.549,Mixed,Maintained,WESTERN HIGH,BOP,High
2021-12-15,810.0,202.4479,Mixed,Increase,WESTERN HIGH,BOP,High
2021-12-22,810.0,202.778,Mixed,Decline,WESTERN HIGH,BOP,High
2021-12-29,1255.0,202.778,Mixed,Decline,WESTERN HIGH,BOP,High
2023-01-04,1700.0,367.7045,Mixed,Decline,WESTERN HIGH,BOP,High
2023-01-11,1700.0,367.9773,Bright,Decline,WESTERN HIGH,BOP,High
2023-01-18,1950.0,364.1424,Bright,Maintained,WESTERN HIGH,BOP,High
2023-01-25,1825.0,365.67679999999996,Overcast,Maintained,WESTERN HIGH,BOP,High
2023-02-01,2200.0,364.9107,Bright,Increase,WESTERN HIGH,BOP,High
2023-02-08,2100.0,365.4467,Bright,Maintained,WESTERN HIGH,BOP,High
2023-02-15,1950.0,361.954,Bright,Maintained,WESTERN HIGH,BOP,High
2023-02-22,2050.0,365.3946,Rainy,Maintained,WESTERN HIGH,BOP,High
2023-03-01,2250.0,339.8757,Mixed,Maintained,WESTERN HIGH,BOP,High
2023-03-08,2050.0,322.9597,Mixed,Maintained,WESTERN HIGH,BOP,High
2023-03-15,1800.0,324.5466,Mixed,Maintained,WESTERN HIGH,BOP,High
2023-03-22,2050.0,338.8015,Mixed,Maintained,WESTERN HIGH,BOP,High
2023-03-29,1825.0,338.8015,Mixed,Maintained,WESTERN HIGH,BOP,High
2023-04-05,1600.0,322.1652,Mixed,Maintained,WESTERN HIGH,BOP,High
2023-04-12,1550.0,324.9441,Mixed,Increase,WESTERN HIGH,BOP,High
2023-04-19,1600.0,323.206,Rainy,Maintained,WESTERN HIGH,BOP,High
2023-04-26,1300.0,323.206,Rainy,Maintained,WESTERN HIGH,BOP,High
2023-05-03,1000.0,292.7388,Bright,Slight Decline,WESTERN HIGH,BOP,High
2023-05-10,1240.0,309.7046,Overcast,Slight Decline,WESTERN HIGH,BOP,High
2023-05-17,1460.0,316.57,Rainy,Increase,WESTERN HIGH,BOP,High
2023-05-24,1240.0,304.7769,Rainy,Maintained,WESTERN HIGH,BOP,High
2023-05-31,1300.0,305.9863,Bright,Decline,WESTERN HIGH,BOP,High
2023-06-07,1200.0,307.6588,Overcast,Maintained,WESTERN HIGH,BOP,High
2023-06-14,1040.0,307.9829,Rainy,Maintained,WESTERN HIGH,BOP,High
2023-06-21,1000.0,309.1192,Mixed,Decline,WESTERN HIGH,BOP,High
2023-06-28,1010.0,309.1192,Mixed,Decline,WESTERN HIGH,BOP,High
2023-07-05,1020.0,306.1407,Rainy,Decline,WESTERN HIGH,BOP,High
2023-07-12,1280.0,313.5441,Mixed,Slight Decline,WESTERN HIGH,BOP,High
2023-07-19,1300.0,323.6212,Mixed,Maintained,WESTERN HIGH,BOP,High
2023-07-26,1260.0,326.18965000000003,Mixed,Decline,WESTERN HIGH,BOP,High
2023-08-02,1460.0,323.3395,Rainy,Decline,WESTERN HIGH,BOP,High
2023-08-09,1280.0,322.1798,Bright,Decline,WESTERN HIGH,BOP,High
2023-08-16,1280.0,322.1798,Bright,Decline,WESTERN HIGH,BOP,High
2023-08-23,1440.0,323.7206,Bright,Decline,WESTERN HIGH,BOP,High
2023-08-30,1390.0,322.23325,Rainy,Maintained,WESTERN HIGH,BOP,High
2023-09-06,1440.0,323.9038,Rainy,Decline,WESTERN HIGH,BOP,High
2023-09-13,1320.0,325.6304,Mixed,Maintained,WESTERN HIGH,BOP,High
2023-09-20,1300.0,324.0716,Rainy,Decline,WESTERN HIGH,BOP,High
2023-09-27,1260.0,324.0716,Rainy,Decline,WESTERN HIGH,BOP,High
2023-10-04,1220.0,324.2171,Rainy,Increase,WESTERN HIGH,BOP,High
2023-10-11,1300.0,324.0872,Overcast,Maintained,WESTERN HIGH,BOP,High
2023-10-18,1460.0,326.8024,Mixed,Maintained,WESTERN HIGH,BOP,High
2023-10-25,1480.0,327.8855,Mixed,Maintained,WESTERN HIGH,BOP,High
2023-11-01,1550.0,328.9997,Mixed,Decline,WESTERN HIGH,BOP,High
2023-11-08,1380.0,328.4814,Mixed,Increase,WESTERN HIGH,BOP,High
2023-11-15,1460.0,329.322,Mixed,Decline,WESTERN HIGH,BOP,High
2023-11-22,1440.0,328.9604,Mixed,Maintained,WESTERN HIGH,BOP,High
2023-11-29,1440.0,328.9604,Mixed,Maintained,WESTERN HIGH,BOP,High
2023-12-06,1440.0,327.1769,Overcast,Maintained,WESTERN HIGH,BOP,High
2023-12-13,1460.0,326.9876,Mixed,Maintained,WESTERN HIGH,BOP,High
2023-12-20,1440.0,327.1769,Overcast,Maintained,WESTERN HIGH,BOP,High
2023-12-27,1450.0,327.1769,Overcast,Maintained,WESTERN HIGH,BOP,High
2024-01-03,1460.0,320.9931,Bright,Decline,WESTERN HIGH,BOP,High
2024-01-10,1480.0,320.0026,Mixed,Maintained,WESTERN HIGH,BOP,High
2024-01-17,1700.0,315.6095,Bright,Maintained,WESTERN HIGH,BOP,High
2024-01-24,1700.0,315.6095,Bright,Maintained,WESTERN HIGH,BOP,High
2024-01-31,1700.0,315.6095,Bright,Maintained,WESTERN HIGH,BOP,High
2024-02-07,1700.0,313.1754,Bright,Maintained,WESTERN HIGH,BOP,High
2024-02-14,1550.0,311.8864,Bright,Maintained,WESTERN HIGH,BOP,High
2024-02-21,1600.0,309.5676,Bright,Maintained,WESTERN HIGH,BOP,High
2024-02-28,1550.0,313.3029,Bright,Maintained,WESTERN HIGH,BOP,High
2024-03-06,1850.0,306.5576,Bright,Decline,WESTERN HIGH,BOP,High
2024-03-13,2000.0,303.9707,Bright,Decline,WESTERN HIGH,BOP,High
2024-03-20,2150.0,300.9121,Mixed,Maintained,WESTERN HIGH,BOP,High
2024-03-27,1900.0,308.1885,Bright,Maintained,WESTERN HIGH,BOP,High
2024-04-03,1650.0,301.7564,Mixed,Decline,WESTERN HIGH,BOP,High
2024-04-10,1850.0,314.8683,Bright,Decline,WESTERN HIGH,BOP,High
2024-04-17,1650.0,298.5569,Mixed,Decline,WESTERN HIGH,BOP,High
2024-04-24,1440.0,296.6131,Bright,Increase,WESTERN HIGH,BOP,High
2024-05-01,1460.0,301.8755,Mixed,Maintained,WESTERN HIGH,BOP,High
2024-05-08,1420.0,300.0175,Rainy,Maintained,WESTERN HIGH,BOP,High
2024-05-15,1420.0,301.8051,Rainy,Decline,WESTERN HIGH,BOP,High
2024-05-22,1460.0,300.3226,Mixed,Maintained,WESTERN HIGH,BOP,High
2024-05-29,1530.0,300.3226,Mixed,Maintained,WESTERN HIGH,BOP,High
2024-06-05,1600.0,302.1764,Overcast,Decline,WESTERN HIGH,BOP,High
2024-06-12,1650.0,305.2629,Mixed,Maintained,WESTERN HIGH,BOP,High
2024-06-19,1500.0,305.5387,Rainy,Increase,WESTERN HIGH,BOP,High
2024-06-26,1550.0,302.1657,Rainy,Decline,WESTERN HIGH,BOP,High
2024-07-03,1550.0,303.669,Mixed,Maintained,WESTERN HIGH,BOP,High
2024-07-10,1550.0,304.337,Mixed,Maintained,WESTERN HIGH,BOP,High
2024-07-17,1600.0,303.6583,Mixed,Maintained,WESTERN HIGH,BOP,High
2024-07-24,1480.0,302.4023,Rainy,Maintained,WESTERN HIGH,BOP,High
2024-07-31,1600.0,303.6974,Mixed,Increase,WESTERN HIGH,BOP,High
2024-08-07,1600.0,299.2055,Mixed,Maintained,WESTERN HIGH,BOP,High
2024-08-14,1460.0,300.5855,Mixed,Maintained,WESTERN HIGH,BOP,High
2024-08-21,1500.0,300.6247,Bright,Maintained,WESTERN HIGH,BOP,High
2024-08-28,1650.0,301.9209,Mixed,Decline,WESTERN HIGH,BOP,High
2024-09-04,1460.0,302.4495,Rainy,Increase,WESTERN HIGH,BOP,High
2024-09-11,1550.0,303.0942,Mixed,Maintained,WESTERN HIGH,BOP,High
2024-09-18,1650.0,298.1652,Rainy,Maintained,WESTERN HIGH,BOP,High
2024-09-25,1550.0,300.5133,Rainy,Maintained,WESTERN HIGH,BOP,High
2024-10-02,1550.0,294.8866,Mixed,Increase,WESTERN HIGH,BOP,High
2024-10-09,1480.0,292.8267,Rainy,Maintained,WESTERN HIGH,BOP,High
2024-10-16,1480.0,293.3114,Mixed,Maintained,WESTERN HIGH,BOP,High
2024-10-23,1420.0,293.2486,Rainy,Maintained,WESTERN HIGH,BOP,High
2024-10-30,1480.0,293.0482,Mixed,Maintained,WESTERN HIGH,BOP,High
2024-11-06,1480.0,292.6791,Mixed,Maintained,WESTERN HIGH,BOP,High
2024-11-13,1440.0,290.9599,Mixed,Increase,WESTERN HIGH,BOP,High
2024-11-20,1440.0,291.1331,Rainy,Maintained,WESTERN HIGH,BOP,High
2024-11-27,1420.0,292.7939,Rainy,Maintained,WESTERN HIGH,BOP,High
2024-12-04,1420.0,289.8077,Bright,Decline,WESTERN HIGH,BOP,High
2024-12-11,1400.0,291.1392,Mixed,Maintained,WESTERN HIGH,BOP,High
2024-12-18,1380.0,296.468,Bright,Maintained,WESTERN HIGH,BOP,High
2024-12-25,1420.0,290.5973,Rainy,Decline,WESTERN HIGH,BOP,High
2025-01-01,1420.0,322.7829,Mixed,Maintained,WESTERN HIGH,BOP,High
2025-01-08,1380.0,322.8849,Mixed,Decline,WESTERN HIGH,BOP,High
2025-01-15,1440.0,295.6383,Bright,Increase,WESTERN HIGH,BOP,High
2025-01-22,1380.0,293.2187,Rainy,Increase,WESTERN HIGH,BOP,High
2025-01-29,1455.0,299.118675,Rainy,Decline,WESTERN HIGH,BOP,High
2025-02-05,1420.0,296.8867,Bright,Decline,WESTERN HIGH,BOP,High
2025-02-12,1650.0,297.0441,Bright,Decline,WESTERN HIGH,BOP,High
2025-02-19,1650.0,296.3443,Bright,Decline,WESTERN HIGH,BOP,High
2025-02-26,1700.0,295.3883,Bright,Decline,WESTERN HIGH,BOP,High
2025-03-05,1950.0,295.1854,Rainy,Increase,WESTERN HIGH,BOP,High
2025-03-12,3050.0,295.5793,Bright,Decline,WESTERN HIGH,BOP,High
2025-03-19,2750.0,296.0858,Mixed,Increase,WESTERN HIGH,BOP,High
2025-03-26,1800.0,296.3606,Mixed,Increase,WESTERN HIGH,BOP,High
2025-04-02,1480.0,296.2728,Mixed,Increase,WESTERN HIGH,BOP,High
2025-04-09,1500.0,297.964,Mixed,Increase,WESTERN HIGH,BOP,High
2025-04-16,1340.0,299.6805,Mixed,Increase,WESTERN HIGH,BOP,High
2025-04-23,1300.0,299.5799,Mixed,Increase,WESTERN HIGH,BOP,High
2025-04-30,1380.0,301.4991333333333,Rainy,Decline,WESTERN HIGH,BOP,High
2025-05-07,1260.0,298.3023,Mixed,Maintained,WESTERN HIGH,BOP,High
2025-05-14,1380.0,300.7551,Mixed,Decline,WESTERN HIGH,BOP,High
2025-05-21,1360.0,299.6258,Rainy,Decline,WESTERN HIGH,BOP,High
2025-05-28,1290.0,299.6258,Rainy,Decline,WESTERN HIGH,BOP,High
2025-06-04,1220.0,300.306,Rainy,Decline,WESTERN HIGH,BOP,High
2025-06-11,1260.0,299.951,Rainy,Decline,WESTERN HIGH,BOP,High
2025-06-18,1286.6666666666667,299.951,Rainy,Decline,WESTERN HIGH,BOP,High
2025-06-25,1313.3333333333333,299.951,Rainy,Decline,WESTERN HIGH,BOP,High
2025-07-02,1340.0,300.4246,Mixed,Maintained,WESTERN HIGH,BOP,High
2025-07-09,1400.0,301.2728,Mixed,Maintained,WESTERN HIGH,BOP,High
2025-07-16,1360.0,301.7035,Rainy,Decline,WESTERN HIGH,BOP,High
2025-07-23,1380.0,302.2176,Rainy,Decline,WESTERN HIGH,BOP,High
2025-07-30,1440.0,302.8653,Mixed,Increase,WESTERN HIGH,BOP,High
2025-08-06,1380.0,300.428,Bright,Decline,WESTERN HIGH,BOP,High
2025-08-13,1460.0,301.0624,Rainy,Decline,WESTERN HIGH,BOP,High
2025-08-20,1320.0,301.759,Rainy,Maintained,WESTERN HIGH,BOP,High
2025-08-27,1380.0,302.1319,Bright,Maintained,WESTERN HIGH,BOP,High
2025-09-03,1500.0,301.753,Mixed,Increase,WESTERN HIGH,BOP,High
2025-09-10,1550.0,302.7265,Mixed,Slight Increase,WESTERN HIGH,BOP,High
2025-09-17,1440.0,308.8827,Rainy,Decline,WESTERN HIGH,BOP,High
2025-09-24,1460.0,308.8827,Rainy,Decline,WESTERN HIGH,BOP,High
2025-10-01,1480.0,301.958,Bright,Increase,WESTERN HIGH,BOP,High
2025-10-08,1850.0,302.7687,Mixed,Increase,WESTERN HIGH,BOP,High
2025-10-15,1550.0,302.6108,Rainy,Maintained,WESTERN HIGH,BOP,High
2025-10-22,1480.0,304.5063,Rainy,Increase,WESTERN HIGH,BOP,High
2025-10-29,1370.0,304.5063,Rainy,Increase,WESTERN HIGH,BOP,High
2025-11-05,1260.0,298.8259,Bright,Decline,WESTERN HIGH,BOP,High
2025-11-12,1480.0,304.1602,Bright,Maintained,WESTERN HIGH,BOP,High
2025-11-19,1360.0,307.8004,Mixed,Maintained,WESTERN HIGH,BOP,High
2025-11-26,1480.0,307.998,Mixed,Maintained,WESTERN HIGH,BOP,High
2025-12-03,1500.0,309.5317,Mixed,Maintained,WESTERN HIGH,BOP,High
2025-12-10,1400.0,309.4625,Mixed,Decline,WESTERN HIGH,BOP,High
2025-12-17,1480.0,310.0368,Bright,Decline,WESTERN HIGH,BOP,High
2025-12-24,1480.0,310.0368,Bright,Decline,WESTERN HIGH,BOP,High
2025-12-31,1480.0,310.0368,Bright,Decline,WESTERN HIGH,BOP,High
2021-01-06,760.0,189.0696,Overcast,Maintained,WESTERN HIGH,BOPF/BOPFSP,High
2021-01-13,740.0,197.5241,Bright,Maintained,WESTERN HIGH,BOPF/BOPFSP,High
2021-01-20,720.0,188.6854,Mixed,Maintained,WESTERN HIGH,BOPF/BOPFSP,High
2021-01-27,750.0,188.6854,Mixed,Maintained,WESTERN HIGH,BOPF/BOPFSP,High
2021-02-03,780.0,193.9604,Mixed,Decline,WESTERN HIGH,BOPF/BOPFSP,High
2021-02-10,830.0,194.4061,Mixed,Slight Decline,WESTERN HIGH,BOPF/BOPFSP,High
2021-02-17,860.0,193.5044,Mixed,Maintained,WESTERN HIGH,BOPF/BOPFSP,High
2021-02-24,730.0,195.8167,Mixed,Maintained,WESTERN HIGH,BOPF/BOPFSP,High
2021-03-03,860.0,198.7859,Mixed,Maintained,WESTERN HIGH,BOPF/BOPFSP,High
2021-03-10,900.0,195.5257,Bright,Maintained,WESTERN HIGH,BOPF/BOPFSP,High
2021-03-17,860.0,198.462,Mixed,Maintained,WESTERN HIGH,BOPF/BOPFSP,High
2021-03-24,830.0,199.0263,Mixed,Increase,WESTERN HIGH,BOPF/BOPFSP,High
2021-03-31,880.0,196.6476,Mixed,Maintained,WESTERN HIGH,BOPF/BOPFSP,High
2021-04-07,800.0,193.6376,Mixed,Slight Decline,WESTERN HIGH,BOPF/BOPFSP,High
2021-04-14,810.0,195.0656,Mixed,Maintained,WESTERN HIGH,BOPF/BOPFSP,High
2021-04-21,890.0,200.06,Bright,Slight Decline,WESTERN HIGH,BOPF/BOPFSP,High
2021-04-28,820.0,200.06,Bright,Slight Decline,WESTERN HIGH,BOPF/BOPFSP,High
2021-05-05,750.0,196.6469,Mixed,Increase,WESTERN HIGH,BOPF/BOPFSP,High
2021-05-12,730.0,197.0089,Mixed,Maintained,WESTERN HIGH,BOPF/BOPFSP,High
2021-05-19,690.0,197.0191,Mixed,Maintained,WESTERN HIGH,BOPF/BOPFSP,High
2021-05-26,760.0,196.9664,Mixed,Increase,WESTERN HIGH,BOPF/BOPFSP,High
2021-06-02,710.0,197.5298,Mixed,Maintained,WESTERN HIGH,BOPF/BOPFSP,High
2021-06-09,740.0,197.973,Overcast,Decline,WESTERN HIGH,BOPF/BOPFSP,High
2021-06-16,740.0,199.0131,Bright,Decline,WESTERN HIGH,BOPF/BOPFSP,High
2021-06-23,700.0,199.0865,Overcast,Slight Decline,WESTERN HIGH,BOPF/BOPFSP,High
2021-06-30,780.0,197.9284,Bright,Slight Decline,WESTERN HIGH,BOPF/BOPFSP,High
2021-07-07,750.0,199.6139,Rainy,Maintained,WESTERN HIGH,BOPF/BOPFSP,High
2021-07-14,790.0,198.67,Mixed,Slight Decline,WESTERN HIGH,BOPF/BOPFSP,High
2021-07-21,780.0,199.0015,Rainy,Maintained,WESTERN HIGH,BOPF/BOPFSP,High
2021-07-28,740.0,199.5045,Mixed,Maintained,WESTERN HIGH,BOPF/BOPFSP,High
2021-08-04,750.0,199.544,Overcast,Decline,WESTERN HIGH,BOPF/BOPFSP,High
2021-08-11,1300.0,199.5392,Overcast,Decline,WESTERN HIGH,BOPF/BOPFSP,High
2021-08-18,780.0,199.4368,Bright,Decline,WESTERN HIGH,BOPF/BOPFSP,High
2021-08-25,750.0,199.39775,Mixed,Maintained,WESTERN HIGH,BOPF/BOPFSP,High
2021-09-01,790.0,199.3643,Mixed,Decline,WESTERN HIGH,BOPF/BOPFSP,High
2021-09-08,800.0,199.4965,Mixed,Decline,WESTERN HIGH,BOPF/BOPFSP,High
2021-09-15,750.0,199.7687,Mixed,Slight Decline,WESTERN HIGH,BOPF/BOPFSP,High
2021-09-22,790.0,201.5033,Overcast,Decline,WESTERN HIGH,BOPF/BOPFSP,High
2021-09-29,785.0,201.5033,Overcast,Decline,WESTERN HIGH,BOPF/BOPFSP,High
2021-10-06,780.0,200.0643,Mixed,Decline,WESTERN HIGH,BOPF/BOPFSP,High
2021-10-13,790.0,200.4485,Overcast,Increase,WESTERN HIGH,BOPF/BOPFSP,High
2021-10-20,800.0,201.4879,Mixed,Increase,WESTERN HIGH,BOPF/BOPFSP,High
2021-10-27,920.0,199.6986,Mixed,Decline,WESTERN HIGH,BOPF/BOPFSP,High
2021-11-03,760.0,201.9818,Mixed,Increase,WESTERN HIGH,BOPF/BOPFSP,High
2021-11-10,760.0,202.0085,Overcast,Maintained,WESTERN HIGH,BOPF/BOPFSP,High
2021-11-17,810.0,202.6712,Bright,Slight Decline,WESTERN HIGH,BOPF/BOPFSP,High
2021-11-24,770.0,201.4611,Overcast,Decline,WESTERN HIGH,BOPF/BOPFSP,High
2021-12-01,830.0,202.6101,Bright,Decline,WESTERN HIGH,BOPF/BOPFSP,High
2021-12-08,780.0,193.549,Mixed,Maintained,WESTERN HIGH,BOPF/BOPFSP,High
2021-12-15,830.0,202.4479,Mixed,Increase,WESTERN HIGH,BOPF/BOPFSP,High
2021-12-22,810.0,202.778,Mixed,Decline,WESTERN HIGH,BOPF/BOPFSP,High
2021-12-29,1330.0,202.778,Mixed,Decline,WESTERN HIGH,BOPF/BOPFSP,High
2023-01-04,1850.0,367.7045,Mixed,Decline,WESTERN HIGH,BOPF/BOPFSP,High
2023-01-11,1750.0,367.9773,Bright,Decline,WESTERN HIGH,BOPF/BOPFSP,High
2023-01-18,1850.0,364.1424,Bright,Maintained,WESTERN HIGH,BOPF/BOPFSP,High
2023-01-25,1800.0,365.67679999999996,Overcast,Maintained,WESTERN HIGH,BOPF/BOPFSP,High
2023-02-01,1950.0,364.9107,Bright,Increase,WESTERN HIGH,BOPF/BOPFSP,High
2023-02-08,1900.0,365.4467,Bright,Maintained,WESTERN HIGH,BOPF/BOPFSP,High
2023-02-15,1900.0,361.954,Bright,Maintained,WESTERN HIGH,BOPF/BOPFSP,High
2023-02-22,1900.0,365.3946,Rainy,Maintained,WESTERN HIGH,BOPF/BOPFSP,High
2023-03-01,1700.0,339.8757,Mixed,Maintained,WESTERN HIGH,BOPF/BOPFSP,High
2023-03-08,1900.0,322.9597,Mixed,Maintained,WESTERN HIGH,BOPF/BOPFSP,High
2023-03-15,1700.0,324.5466,Mixed,Maintained,WESTERN HIGH,BOPF/BOPFSP,High
2023-03-22,1550.0,338.8015,Mixed,Maintained,WESTERN HIGH,BOPF/BOPFSP,High
2023-03-29,1575.0,338.8015,Mixed,Maintained,WESTERN HIGH,BOPF/BOPFSP,High
2023-04-05,1600.0,322.1652,Mixed,Maintained,WESTERN HIGH,BOPF/BOPFSP,High
2023-04-12,1650.0,324.9441,Mixed,Increase,WESTERN HIGH,BOPF/BOPFSP,High
2023-04-19,1600.0,323.206,Rainy,Maintained,WESTERN HIGH,BOPF/BOPFSP,High
2023-04-26,1420.0,323.206,Rainy,Maintained,WESTERN HIGH,BOPF/BOPFSP,High
2023-05-03,1240.0,292.7388,Bright,Slight Decline,WESTERN HIGH,BOPF/BOPFSP,High
2023-05-10,1320.0,309.7046,Overcast,Slight Decline,WESTERN HIGH,BOPF/BOPFSP,High
2023-05-17,1400.0,316.57,Rainy,Increase,WESTERN HIGH,BOPF/BOPFSP,High
2023-05-24,1220.0,304.7769,Rainy,Maintained,WESTERN HIGH,BOPF/BOPFSP,High
2023-05-31,1310.0,305.9863,Bright,Decline,WESTERN HIGH,BOPF/BOPFSP,High
2023-06-07,1200.0,307.6588,Overcast,Maintained,WESTERN HIGH,BOPF/BOPFSP,High
2023-06-14,1180.0,307.9829,Rainy,Maintained,WESTERN HIGH,BOPF/BOPFSP,High
2023-06-21,1100.0,309.1192,Mixed,Decline,WESTERN HIGH,BOPF/BOPFSP,High
2023-06-28,1160.0,309.1192,Mixed,Decline,WESTERN HIGH,BOPF/BOPFSP,High
2023-07-05,1220.0,306.1407,Rainy,Decline,WESTERN HIGH,BOPF/BOPFSP,High
2023-07-12,1200.0,313.5441,Mixed,Slight Decline,WESTERN HIGH,BOPF/BOPFSP,High
2023-07-19,1380.0,323.6212,Mixed,Maintained,WESTERN HIGH,BOPF/BOPFSP,High
2023-07-26,1240.0,326.18965000000003,Mixed,Decline,WESTERN HIGH,BOPF/BOPFSP,High
2023-08-02,1460.0,323.3395,Rainy,Decline,WESTERN HIGH,BOPF/BOPFSP,High
2023-08-09,1300.0,322.1798,Bright,Decline,WESTERN HIGH,BOPF/BOPFSP,High
2023-08-16,1300.0,322.1798,Bright,Decline,WESTERN HIGH,BOPF/BOPFSP,High
2023-08-23,1550.0,323.7206,Bright,Decline,WESTERN HIGH,BOPF/BOPFSP,High
2023-08-30,1410.0,322.23325,Rainy,Maintained,WESTERN HIGH,BOPF/BOPFSP,High
2023-09-06,1500.0,323.9038,Rainy,Decline,WESTERN HIGH,BOPF/BOPFSP,High
2023-09-13,1340.0,325.6304,Mixed,Maintained,WESTERN HIGH,BOPF/BOPFSP,High
2023-09-20,1300.0,324.0716,Rainy,Decline,WESTERN HIGH,BOPF/BOPFSP,High
2023-09-27,1330.0,324.0716,Rainy,Decline,WESTERN HIGH,BOPF/BOPFSP,High
2023-10-04,1360.0,324.2171,Rainy,Increase,WESTERN HIGH,BOPF/BOPFSP,High
2023-10-11,1420.0,324.0872,Overcast,Maintained,WESTERN HIGH,BOPF/BOPFSP,High
2023-10-18,1380.0,326.8024,Mixed,Maintained,WESTERN HIGH,BOPF/BOPFSP,High
2023-10-25,1320.0,327.8855,Mixed,Maintained,WESTERN HIGH,BOPF/BOPFSP,High
2023-11-01,1360.0,328.9997,Mixed,Decline,WESTERN HIGH,BOPF/BOPFSP,High
2023-11-08,1500.0,328.4814,Mixed,Increase,WESTERN HIGH,BOPF/BOPFSP,High
2023-11-15,1460.0,329.322,Mixed,Decline,WESTERN HIGH,BOPF/BOPFSP,High
2023-11-22,1360.0,328.9604,Mixed,Maintained,WESTERN HIGH,BOPF/BOPFSP,High
2023-11-29,1420.0,328.9604,Mixed,Maintained,WESTERN HIGH,BOPF/BOPFSP,High
2023-12-06,1480.0,327.1769,Overcast,Maintained,WESTERN HIGH,BOPF/BOPFSP,High
2023-12-13,1360.0,326.9876,Mixed,Maintained,WESTERN HIGH,BOPF/BOPFSP,High
2023-12-20,1480.0,327.1769,Overcast,Maintained,WESTERN HIGH,BOPF/BOPFSP,High
2023-12-27,1490.0,327.1769,Overcast,Maintained,WESTERN HIGH,BOPF/BOPFSP,High
2024-01-03,1500.0,320.9931,Bright,Decline,WESTERN HIGH,BOPF/BOPFSP,High
2024-01-10,1480.0,320.0026,Mixed,Maintained,WESTERN HIGH,BOPF/BOPFSP,High
2024-01-17,1650.0,315.6095,Bright,Maintained,WESTERN HIGH,BOPF/BOPFSP,High
2024-01-24,1716.6666666666667,315.6095,Bright,Maintained,WESTERN HIGH,BOPF/BOPFSP,High
2024-01-31,1783.3333333333333,315.6095,Bright,Maintained,WESTERN HIGH,BOPF/BOPFSP,High
2024-02-07,1850.0,313.1754,Bright,Maintained,WESTERN HIGH,BOPF/BOPFSP,High
2024-02-14,1700.0,311.8864,Bright,Maintained,WESTERN HIGH,BOPF/BOPFSP,High
2024-02-21,2000.0,309.5676,Bright,Maintained,WESTERN HIGH,BOPF/BOPFSP,High
2024-02-28,1800.0,313.3029,Bright,Maintained,WESTERN HIGH,BOPF/BOPFSP,High
2024-03-06,1750.0,306.5576,Bright,Decline,WESTERN HIGH,BOPF/BOPFSP,High
2024-03-13,1850.0,303.9707,Bright,Decline,WESTERN HIGH,BOPF/BOPFSP,High
2024-03-20,1850.0,300.9121,Mixed,Maintained,WESTERN HIGH,BOPF/BOPFSP,High
2024-03-27,1850.0,308.1885,Bright,Maintained,WESTERN HIGH,BOPF/BOPFSP,High
2024-04-03,1600.0,301.7564,Mixed,Decline,WESTERN HIGH,BOPF/BOPFSP,High
2024-04-10,1650.0,314.8683,Bright,Decline,WESTERN HIGH,BOPF/BOPFSP,High
2024-04-17,1600.0,298.5569,Mixed,Decline,WESTERN HIGH,BOPF/BOPFSP,High
2024-04-24,1600.0,296.6131,Bright,Increase,WESTERN HIGH,BOPF/BOPFSP,High
2024-05-01,1500.0,301.8755,Mixed,Maintained,WESTERN HIGH,BOPF/BOPFSP,High
2024-05-08,1440.0,300.0175,Rainy,Maintained,WESTERN HIGH,BOPF/BOPFSP,High
2024-05-15,1380.0,301.8051,Rainy,Decline,WESTERN HIGH,BOPF/BOPFSP,High
2024-05-22,1500.0,300.3226,Mixed,Maintained,WESTERN HIGH,BOPF/BOPFSP,High
2024-05-29,1500.0,300.3226,Mixed,Maintained,WESTERN HIGH,BOPF/BOPFSP,High
2024-06-05,1500.0,302.1764,Overcast,Decline,WESTERN HIGH,BOPF/BOPFSP,High
2024-06-12,1500.0,305.2629,Mixed,Maintained,WESTERN HIGH,BOPF/BOPFSP,High
