true_date,price,USD_to_LKR,weather_cat,crop_cat,region,grade,elevation
2021-01-06,730.0,189.0696,Rainy,Maintained,UDAPUSSELLAWAS,FBOP/FBOP1,High
2021-01-13,700.0,197.5241,Mixed,Decline,UDAPUSSELLAWAS,FBOP/FBOP1,High
2021-01-20,760.0,188.6854,Rainy,Maintained,UDAPUSSELLAWAS,FBOP/FBOP1,High
2021-01-27,710.0,188.6854,Rainy,Maintained,UDAPUSSELLAWAS,FBOP/FBOP1,High
2021-02-03,660.0,193.9604,Mixed,Maintained,UDAPUSSELLAWAS,FBOP/FBOP1,High
2021-02-10,770.0,194.4061,Mixed,Decline,UDAPUSSELLAWAS,FBOP/FBOP1,High
2021-02-17,730.0,193.5044,Mixed,Decline,UDAPUSSELLAWAS,FBOP/FBOP1,High
2021-02-24,680.0,195.8167,Mixed,Maintained,UDAPUSSELLAWAS,FBOP/FBOP1,High
2021-03-03,800.0,198.7859,Mixed,Increase,UDAPUSSELLAWAS,FBOP/FBOP1,High
2021-03-10,620.0,195.5257,Bright,Maintained,UDAPUSSELLAWAS,FBOP/FBOP1,High
2021-03-17,760.0,198.462,Mixed,Increase,UDAPUSSELLAWAS,FBOP/FBOP1,High
2021-03-24,760.0,199.0263,Mixed,Increase,UDAPUSSELLAWAS,FBOP/FBOP1,High
2021-03-31,750.0,196.6476,Mixed,Maintained,UDAPUSSELLAWAS,FBOP/FBOP1,High
2021-04-07,750.0,193.6376,Mixed,Increase,UDAPUSSELLAWAS,FBOP/FBOP1,High
2021-04-14,770.0,195.0656,Mixed,Increase,UDAPUSSELLAWAS,FBOP/FBOP1,High
2021-04-21,770.0,200.06,Bright,Slight Decline,UDAPUSSELLAWAS,FBOP/FBOP1,High
2021-04-28,805.0,200.06,Bright,Slight Decline,UDAPUSSELLAWAS,FBOP/FBOP1,High
2021-05-05,840.0,196.6469,Mixed,Increase,UDAPUSSELLAWAS,FBOP/FBOP1,High
2021-05-12,720.0,197.0089,Mixed,Slight Decline,UDAPUSSELLAWAS,FBOP/FBOP1,High
2021-05-19,750.0,197.0191,Mixed,Maintained,UDAPUSSELLAWAS,FBOP/FBOP1,High
2021-05-26,770.0,196.9664,Mixed,Increase,UDAPUSSELLAWAS,FBOP/FBOP1,High
2021-06-02,710.0,197.5298,Rainy,Slight Decline,UDAPUSSELLAWAS,FBOP/FBOP1,High
2021-06-09,720.0,197.973,Overcast,Decline,UDAPUSSELLAWAS,FBOP/FBOP1,High
2021-06-16,690.0,199.0131,Bright,Decline,UDAPUSSELLAWAS,FBOP/FBOP1,High
2021-06-23,690.0,199.0865,Bright,Slight Decline,UDAPUSSELLAWAS,FBOP/FBOP1,High
2021-06-30,730.0,197.9284,Mixed,Increase,UDAPUSSELLAWAS,FBOP/FBOP1,High
2021-07-07,670.0,199.6139,Mixed,Decline,UDAPUSSELLAWAS,FBOP/FBOP1,High
2021-07-14,680.0,198.67,Mixed,Maintained,UDAPUSSELLAWAS,FBOP/FBOP1,High
2021-07-21,780.0,199.0015,Rainy,Increase,UDAPUSSELLAWAS,FBOP/FBOP1,High
2021-07-28,690.0,199.5045,Mixed,Maintained,UDAPUSSELLAWAS,FBOP/FBOP1,High
2021-08-04,710.0,199.544,Mixed,Maintained,UDAPUSSELLAWAS,FBOP/FBOP1,High
2021-08-11,740.0,199.544,Mixed,Maintained,UDAPUSSELLAWAS,FBOP/FBOP1,High
2021-08-18,770.0,199.4368,Mixed,Maintained,UDAPUSSELLAWAS,FBOP/FBOP1,High
2021-08-25,740.0,199.39775,Bright,Maintained,UDAPUSSELLAWAS,FBOP/FBOP1,High
2021-09-01,800.0,199.3643,Bright,Maintained,UDAPUSSELLAWAS,FBOP/FBOP1,High
2021-09-08,740.0,199.4965,Overcast,Decline,UDAPUSSELLAWAS,FBOP/FBOP1,High
2021-09-15,760.0,199.7687,Mixed,Slight Decline,UDAPUSSELLAWAS,FBOP/FBOP1,High
2021-09-22,750.0,201.5033,Overcast,Decline,UDAPUSSELLAWAS,FBOP/FBOP1,High
2021-09-29,790.0,201.5033,Overcast,Decline,UDAPUSSELLAWAS,FBOP/FBOP1,High
2021-10-06,830.0,200.0643,Mixed,Maintained,UDAPUSSELLAWAS,FBOP/FBOP1,High
2021-10-13,820.0,200.4485,Bright,Slight Decline,UDAPUSSELLAWAS,FBOP/FBOP1,High
2021-10-20,770.0,201.4879,Mixed,Increase,UDAPUSSELLAWAS,FBOP/FBOP1,High
2021-10-27,810.0,199.6986,Rainy,Decline,UDAPUSSELLAWAS,FBOP/FBOP1,High
2021-11-03,780.0,201.9818,Overcast,Increase,UDAPUSSELLAWAS,FBOP/FBOP1,High
2021-11-10,890.0,202.0085,Mixed,Increase,UDAPUSSELLAWAS,FBOP/FBOP1,High
2021-11-17,830.0,202.6712,Mixed,Slight Decline,UDAPUSSELLAWAS,FBOP/FBOP1,High
2021-11-24,790.0,201.4611,Rainy,Decline,UDAPUSSELLAWAS,FBOP/FBOP1,High
2021-12-01,780.0,202.6101,Mixed,Decline,UDAPUSSELLAWAS,FBOP/FBOP1,High
2021-12-08,700.0,193.549,Overcast,Maintained,UDAPUSSELLAWAS,FBOP/FBOP1,High
2021-12-15,790.0,202.4479,Mixed,Decline,UDAPUSSELLAWAS,FBOP/FBOP1,High
2021-12-22,810.0,202.778,Bright,Decline,UDAPUSSELLAWAS,FBOP/FBOP1,High
2021-12-29,1305.0,202.778,Bright,Decline,UDAPUSSELLAWAS,FBOP/FBOP1,High
2023-01-04,1800.0,367.7045,Mixed,Decline,UDAPUSSELLAWAS,FBOP/FBOP1,High
2023-01-11,1900.0,367.9773,Mixed,Maintained,UDAPUSSELLAWAS,FBOP/FBOP1,High
2023-01-18,2100.0,364.1424,Bright,Maintained,UDAPUSSELLAWAS,FBOP/FBOP1,High
2023-01-25,1825.0,365.67679999999996,Overcast,Maintained,UDAPUSSELLAWAS,FBOP/FBOP1,High
2023-02-01,1700.0,364.9107,Mixed,Maintained,UDAPUSSELLAWAS,FBOP/FBOP1,High
2023-02-08,1480.0,365.4467,Mixed,Increase,UDAPUSSELLAWAS,FBOP/FBOP1,High
2023-02-15,1850.0,361.954,Mixed,Increase,UDAPUSSELLAWAS,FBOP/FBOP1,High
2023-02-22,1600.0,365.3946,Rainy,Decline,UDAPUSSELLAWAS,FBOP/FBOP1,High
2023-03-01,1240.0,339.8757,Mixed,Maintained,UDAPUSSELLAWAS,FBOP/FBOP1,High
2023-03-08,1700.0,322.9597,Mixed,Maintained,UDAPUSSELLAWAS,FBOP/FBOP1,High
2023-03-15,1420.0,324.5466,Mixed,Maintained,UDAPUSSELLAWAS,FBOP/FBOP1,High
2023-03-22,1160.0,338.8015,Rainy,Maintained,UDAPUSSELLAWAS,FBOP/FBOP1,High
2023-03-29,1230.0,338.8015,Rainy,Maintained,UDAPUSSELLAWAS,FBOP/FBOP1,High
2023-04-05,1300.0,322.1652,Mixed,Maintained,UDAPUSSELLAWAS,FBOP/FBOP1,High
2023-04-12,1260.0,324.9441,Mixed,Increase,UDAPUSSELLAWAS,FBOP/FBOP1,High
2023-04-19,1400.0,323.206,Mixed,Maintained,UDAPUSSELLAWAS,FBOP/FBOP1,High
2023-04-26,1290.0,323.206,Mixed,Maintained,UDAPUSSELLAWAS,FBOP/FBOP1,High
2023-05-03,1180.0,292.7388,Bright,Slight Decline,UDAPUSSELLAWAS,FBOP/FBOP1,High
2023-05-10,1200.0,309.7046,Bright,Maintained,UDAPUSSELLAWAS,FBOP/FBOP1,High
2023-05-17,1080.0,316.57,Mixed,Increase,UDAPUSSELLAWAS,FBOP/FBOP1,High
2023-05-24,1010.0,304.7769,Mixed,Slight Decline,UDAPUSSELLAWAS,FBOP/FBOP1,High
2023-05-31,1230.0,305.9863,Mixed,Decline,UDAPUSSELLAWAS,FBOP/FBOP1,High
2023-06-07,1020.0,307.6588,Mixed,Slight Decline,UDAPUSSELLAWAS,FBOP/FBOP1,High
2023-06-14,1120.0,307.9829,Bright,Maintained,UDAPUSSELLAWAS,FBOP/FBOP1,High
2023-06-21,1180.0,309.1192,Bright,Decline,UDAPUSSELLAWAS,FBOP/FBOP1,High
2023-06-28,1210.0,309.1192,Bright,Decline,UDAPUSSELLAWAS,FBOP/FBOP1,High
2023-07-05,1240.0,306.1407,Overcast,Maintained,UDAPUSSELLAWAS,FBOP/FBOP1,High
2023-07-12,1300.0,313.5441,Bright,Slight Decline,UDAPUSSELLAWAS,FBOP/FBOP1,High
2023-07-19,1360.0,323.6212,Bright,Slight Decline,UDAPUSSELLAWAS,FBOP/FBOP1,High
2023-07-26,1270.0,326.18965000000003,Bright,Maintained,UDAPUSSELLAWAS,FBOP/FBOP1,High
2023-08-02,1500.0,323.3395,Overcast,Decline,UDAPUSSELLAWAS,FBOP/FBOP1,High
2023-08-09,1800.0,322.1798,Mixed,Decline,UDAPUSSELLAWAS,FBOP/FBOP1,High
2023-08-16,1800.0,322.1798,Mixed,Decline,UDAPUSSELLAWAS,FBOP/FBOP1,High
2023-08-23,1600.0,323.7206,Bright,Decline,UDAPUSSELLAWAS,FBOP/FBOP1,High
2023-08-30,1450.0,322.23325,Rainy,Maintained,UDAPUSSELLAWAS,FBOP/FBOP1,High
2023-09-06,1320.0,323.9038,Rainy,Decline,UDAPUSSELLAWAS,FBOP/FBOP1,High
2023-09-13,1500.0,325.6304,Overcast,Maintained,UDAPUSSELLAWAS,FBOP/FBOP1,High
2023-09-20,1180.0,324.0716,Rainy,Maintained,UDAPUSSELLAWAS,FBOP/FBOP1,High
2023-09-27,1390.0,324.0716,Rainy,Maintained,UDAPUSSELLAWAS,FBOP/FBOP1,High
2023-10-04,1600.0,324.2171,Overcast,Increase,UDAPUSSELLAWAS,FBOP/FBOP1,High
2023-10-11,1340.0,324.0872,Overcast,Maintained,UDAPUSSELLAWAS,FBOP/FBOP1,High
2023-10-18,1650.0,326.8024,Mixed,Maintained,UDAPUSSELLAWAS,FBOP/FBOP1,High
2023-10-25,1300.0,327.8855,Bright,Increase,UDAPUSSELLAWAS,FBOP/FBOP1,High
2023-11-01,1420.0,328.9997,Mixed,Decline,UDAPUSSELLAWAS,FBOP/FBOP1,High
2023-11-08,1400.0,328.4814,Mixed,Increase,UDAPUSSELLAWAS,FBOP/FBOP1,High
2023-11-15,1600.0,329.322,Mixed,Maintained,UDAPUSSELLAWAS,FBOP/FBOP1,High
2023-11-22,1400.0,328.9604,Mixed,Decline,UDAPUSSELLAWAS,FBOP/FBOP1,High
2023-11-29,1500.0,328.9604,Mixed,Decline,UDAPUSSELLAWAS,FBOP/FBOP1,High
2023-12-06,1600.0,327.1769,Overcast,Decline,UDAPUSSELLAWAS,FBOP/FBOP1,High
2023-12-13,1700.0,326.9876,Mixed,Maintained,UDAPUSSELLAWAS,FBOP/FBOP1,High
2023-12-20,1600.0,327.1769,Mixed,Decline,UDAPUSSELLAWAS,FBOP/FBOP1,High
2023-12-27,1775.0,327.1769,Mixed,Decline,UDAPUSSELLAWAS,FBOP/FBOP1,High
2024-01-03,1950.0,320.9931,Bright,Decline,UDAPUSSELLAWAS,FBOP/FBOP1,High
2024-01-10,1900.0,320.0026,Mixed,Decline,UDAPUSSELLAWAS,FBOP/FBOP1,High
2024-01-17,1900.0,315.6095,Mixed,Maintained,UDAPUSSELLAWAS,FBOP/FBOP1,High
2024-01-24,1883.3333333333333,315.6095,Mixed,Maintained,UDAPUSSELLAWAS,FBOP/FBOP1,High
2024-01-31,1866.6666666666667,315.6095,Mixed,Maintained,UDAPUSSELLAWAS,FBOP/FBOP1,High
2024-02-07,1850.0,313.1754,Bright,Decline,UDAPUSSELLAWAS,FBOP/FBOP1,High
2024-02-14,1850.0,313.1754,Bright,Decline,UDAPUSSELLAWAS,FBOP/FBOP1,High
2024-02-21,1850.0,309.5676,Bright,Maintained,UDAPUSSELLAWAS,FBOP/FBOP1,High
2024-02-28,1750.0,313.3029,Bright,Maintained,UDAPUSSELLAWAS,FBOP/FBOP1,High
2024-03-06,2000.0,306.5576,Bright,Maintained,UDAPUSSELLAWAS,FBOP/FBOP1,High
2024-03-13,1950.0,303.9707,Bright,Maintained,UDAPUSSELLAWAS,FBOP/FBOP1,High
2024-03-20,1850.0,300.9121,Mixed,Maintained,UDAPUSSELLAWAS,FBOP/FBOP1,High
2024-03-27,1825.0,300.9121,Mixed,Maintained,UDAPUSSELLAWAS,FBOP/FBOP1,High
2024-04-03,1800.0,300.9121,Mixed,Maintained,UDAPUSSELLAWAS,FBOP/FBOP1,High
2024-04-10,1775.0,300.9121,Mixed,Maintained,UDAPUSSELLAWAS,FBOP/FBOP1,High
2024-04-17,1750.0,298.5569,Bright,Increase,UDAPUSSELLAWAS,FBOP/FBOP1,High
2024-04-24,1725.0,298.5569,Bright,Increase,UDAPUSSELLAWAS,FBOP/FBOP1,High
2024-05-01,1700.0,301.8755,Mixed,Maintained,UDAPUSSELLAWAS,FBOP/FBOP1,High
2024-05-08,1950.0,300.0175,Rainy,Maintained,UDAPUSSELLAWAS,FBOP/FBOP1,High
2024-05-15,1700.0,301.8051,Overcast,Maintained,UDAPUSSELLAWAS,FBOP/FBOP1,High
2024-05-22,1950.0,300.3226,Bright,Maintained,UDAPUSSELLAWAS,FBOP/FBOP1,High
2024-05-29,1925.0,300.3226,Bright,Maintained,UDAPUSSELLAWAS,FBOP/FBOP1,High
2024-06-05,1900.0,302.1764,Bright,Maintained,UDAPUSSELLAWAS,FBOP/FBOP1,High
2024-06-12,2050.0,305.2629,Bright,Decline,UDAPUSSELLAWAS,FBOP/FBOP1,High
2024-06-19,2000.0,305.5387,Mixed,Increase,UDAPUSSELLAWAS,FBOP/FBOP1,High
2024-06-26,1750.0,302.1657,Rainy,Decline,UDAPUSSELLAWAS,FBOP/FBOP1,High
2024-07-03,1900.0,303.669,Mixed,Slight Decline,UDAPUSSELLAWAS,FBOP/FBOP1,High
2024-07-10,1850.0,304.337,Bright,Increase,UDAPUSSELLAWAS,FBOP/FBOP1,High
2024-07-17,1850.0,303.6583,Bright,Maintained,UDAPUSSELLAWAS,FBOP/FBOP1,High
2024-07-24,1600.0,302.4023,Bright,Decline,UDAPUSSELLAWAS,FBOP/FBOP1,High
2024-07-31,2000.0,303.6974,Mixed,Increase,UDAPUSSELLAWAS,FBOP/FBOP1,High
2024-08-07,1850.0,299.2055,Mixed,Maintained,UDAPUSSELLAWAS,FBOP/FBOP1,High
2024-08-14,1800.0,300.5855,Mixed,Slight Decline,UDAPUSSELLAWAS,FBOP/FBOP1,High
2024-08-21,1750.0,300.6247,Bright,Maintained,UDAPUSSELLAWAS,FBOP/FBOP1,High
2024-08-28,1900.0,301.9209,Mixed,Maintained,UDAPUSSELLAWAS,FBOP/FBOP1,High
2024-09-04,1440.0,302.4495,Bright,Maintained,UDAPUSSELLAWAS,FBOP/FBOP1,High
2024-09-11,1650.0,303.0942,Bright,Decline,UDAPUSSELLAWAS,FBOP/FBOP1,High
2024-09-18,1380.0,298.1652,Mixed,Maintained,UDAPUSSELLAWAS,FBOP/FBOP1,High
2024-09-25,1320.0,300.5133,Bright,Increase,UDAPUSSELLAWAS,FBOP/FBOP1,High
2024-10-02,1700.0,294.8866,Mixed,Maintained,UDAPUSSELLAWAS,FBOP/FBOP1,High
2024-10-09,1420.0,292.8267,Rainy,Decline,UDAPUSSELLAWAS,FBOP/FBOP1,High
2024-10-16,1400.0,293.3114,Rainy,Decline,UDAPUSSELLAWAS,FBOP/FBOP1,High
2024-10-23,1340.0,293.2486,Rainy,Decline,UDAPUSSELLAWAS,FBOP/FBOP1,High
2024-10-30,1650.0,293.0482,Mixed,Decline,UDAPUSSELLAWAS,FBOP/FBOP1,High
2024-11-06,1360.0,292.6791,Rainy,Increase,UDAPUSSELLAWAS,FBOP/FBOP1,High
2024-11-13,1180.0,290.9599,Mixed,Increase,UDAPUSSELLAWAS,FBOP/FBOP1,High
2024-11-20,1270.0,290.9599,Mixed,Increase,UDAPUSSELLAWAS,FBOP/FBOP1,High
2024-11-27,1360.0,292.7939,Rainy,Decline,UDAPUSSELLAWAS,FBOP/FBOP1,High
2024-12-04,1460.0,289.8077,Bright,Decline,UDAPUSSELLAWAS,FBOP/FBOP1,High
2024-12-11,1480.0,291.1392,Rainy,Maintained,UDAPUSSELLAWAS,FBOP/FBOP1,High
2024-12-18,1480.0,296.468,Bright,Increase,UDAPUSSELLAWAS,FBOP/FBOP1,High
2024-12-25,1420.0,290.5973,Rainy,Decline,UDAPUSSELLAWAS,FBOP/FBOP1,High
2025-01-01,1750.0,322.7829,Mixed,Maintained,UDAPUSSELLAWAS,FBOP/FBOP1,High
2025-01-08,1750.0,322.8849,Overcast,Decline,UDAPUSSELLAWAS,FBOP/FBOP1,High
2025-01-15,1640.0,322.8849,Overcast,Decline,UDAPUSSELLAWAS,FBOP/FBOP1,High
2025-01-22,1530.0,322.8849,Overcast,Decline,UDAPUSSELLAWAS,FBOP/FBOP1,High
2025-01-29,1420.0,300.95725,Bright,Decline,UDAPUSSELLAWAS,FBOP/FBOP1,High
2025-02-05,1425.4545454545455,300.95725,Bright,Decline,UDAPUSSELLAWAS,FBOP/FBOP1,High
2025-02-12,1430.909090909091,300.95725,Bright,Decline,UDAPUSSELLAWAS,FBOP/FBOP1,High
2025-02-19,1436.3636363636363,300.95725,Bright,Decline,UDAPUSSELLAWAS,FBOP/FBOP1,High
2025-02-26,1441.8181818181818,300.95725,Bright,Decline,UDAPUSSELLAWAS,FBOP/FBOP1,High
2025-03-05,1447.2727272727273,300.95725,Bright,Decline,UDAPUSSELLAWAS,FBOP/FBOP1,High
2025-03-12,1452.7272727272727,300.95725,Bright,Decline,UDAPUSSELLAWAS,FBOP/FBOP1,High
2025-03-19,1458.1818181818182,300.95725,Bright,Decline,UDAPUSSELLAWAS,FBOP/FBOP1,High
2025-03-26,1463.6363636363637,300.95725,Bright,Decline,UDAPUSSELLAWAS,FBOP/FBOP1,High
2025-04-02,1469.090909090909,300.95725,Bright,Decline,UDAPUSSELLAWAS,FBOP/FBOP1,High
2025-04-09,1474.5454545454545,300.95725,Bright,Decline,UDAPUSSELLAWAS,FBOP/FBOP1,High
2025-04-16,1480.0,299.6805,Mixed,Increase,UDAPUSSELLAWAS,FBOP/FBOP1,High
2025-04-23,1500.0,299.5799,Mixed,Increase,UDAPUSSELLAWAS,FBOP/FBOP1,High
2025-04-30,1246.6666666666667,301.4991333333333,Bright,Maintained,UDAPUSSELLAWAS,FBOP/FBOP1,High
2025-05-07,1500.0,298.3023,Mixed,Decline,UDAPUSSELLAWAS,FBOP/FBOP1,High
2025-05-14,1600.0,300.7551,Mixed,Maintained,UDAPUSSELLAWAS,FBOP/FBOP1,High
2025-05-21,1550.0,299.6258,Bright,Maintained,UDAPUSSELLAWAS,FBOP/FBOP1,High
2025-05-28,1465.0,299.6258,Bright,Maintained,UDAPUSSELLAWAS,FBOP/FBOP1,High
2025-06-04,1380.0,300.306,Mixed,Maintained,UDAPUSSELLAWAS,FBOP/FBOP1,High
2025-06-11,1380.0,299.951,Bright,Maintained,UDAPUSSELLAWAS,FBOP/FBOP1,High
2025-06-18,1436.6666666666667,299.951,Bright,Maintained,UDAPUSSELLAWAS,FBOP/FBOP1,High
2025-06-25,1493.3333333333333,299.951,Bright,Maintained,UDAPUSSELLAWAS,FBOP/FBOP1,High
2025-07-02,1550.0,300.4246,Mixed,Decline,UDAPUSSELLAWAS,FBOP/FBOP1,High
2025-07-09,1280.0,301.2728,Bright,Decline,UDAPUSSELLAWAS,FBOP/FBOP1,High
2025-07-16,1420.0,301.7035,Bright,Decline,UDAPUSSELLAWAS,FBOP/FBOP1,High
2025-07-23,1380.0,302.2176,Bright,Decline,UDAPUSSELLAWAS,FBOP/FBOP1,High
2025-07-30,1400.0,302.8653,Mixed,Slight Decline,UDAPUSSELLAWAS,FBOP/FBOP1,High
2025-08-06,1440.0,300.428,Bright,Decline,UDAPUSSELLAWAS,FBOP/FBOP1,High
2025-08-13,1320.0,301.0624,Mixed,Maintained,UDAPUSSELLAWAS,FBOP/FBOP1,High
2025-08-20,1440.0,301.759,Mixed,Maintained,UDAPUSSELLAWAS,FBOP/FBOP1,High
2025-08-27,1380.0,302.1319,Bright,Decline,UDAPUSSELLAWAS,FBOP/FBOP1,High
2025-09-03,1480.0,301.753,Bright,Maintained,UDAPUSSELLAWAS,FBOP/FBOP1,High
2025-09-10,1565.0,301.753,Bright,Maintained,UDAPUSSELLAWAS,FBOP/FBOP1,High
2025-09-17,1650.0,308.8827,Mixed,Decline,UDAPUSSELLAWAS,FBOP/FBOP1,High
2025-09-24,1475.0,308.8827,Mixed,Decline,UDAPUSSELLAWAS,FBOP/FBOP1,High
2025-10-01,1300.0,301.958,Bright,Slight Decline,UDAPUSSELLAWAS,FBOP/FBOP1,High
2025-10-08,1400.0,301.958,Bright,Slight Decline,UDAPUSSELLAWAS,FBOP/FBOP1,High
2025-10-15,1500.0,302.6108,Rainy,Slight Decline,UDAPUSSELLAWAS,FBOP/FBOP1,High
2025-10-22,1040.0,304.5063,Mixed,Maintained,UDAPUSSELLAWAS,FBOP/FBOP1,High
2025-10-29,1250.0,304.5063,Mixed,Maintained,UDAPUSSELLAWAS,FBOP/FBOP1,High
2025-11-05,1460.0,298.8259,Bright,Decline,UDAPUSSELLAWAS,FBOP/FBOP1,High
2025-11-12,1480.0,304.1602,Sunny,Increase,UDAPUSSELLAWAS,FBOP/FBOP1,High
2025-11-19,1500.0,307.8004,Mixed,Slight Decline,UDAPUSSELLAWAS,FBOP/FBOP1,High
2025-11-26,1460.0,307.998,Mixed,Slight Decline,UDAPUSSELLAWAS,FBOP/FBOP1,High
2025-12-03,1750.0,309.5317,Rainy,Slight Decline,UDAPUSSELLAWAS,FBOP/FBOP1,High
2025-12-10,1480.0,309.4625,Rainy,Decline,UDAPUSSELLAWAS,FBOP/FBOP1,High
2025-12-17,1800.0,310.0368,Mixed,Decline,UDAPUSSELLAWAS,FBOP/FBOP1,High
2025-12-24,1800.0,310.0368,Mixed,Decline,UDAPUSSELLAWAS,FBOP/FBOP1,High
2025-12-31,1800.0,310.0368,Mixed,Decline,UDAPUSSELLAWAS,FBOP/FBOP1,High
2021-01-06,870.0,189.0696,Rainy,Slight Decline,UVA MEDIUM,BOP1,Medium
2021-01-13,830.0,197.5241,Mixed,Decline,UVA MEDIUM,BOP1,Medium
2021-01-20,860.0,188.6854,Rainy,Decline,UVA MEDIUM,BOP1,Medium
2021-01-27,845.0,188.6854,Rainy,Decline,UVA MEDIUM,BOP1,Medium
2021-02-03,830.0,193.9604,Mixed,Maintained,UVA MEDIUM,BOP1,Medium
2021-02-10,900.0,194.4061,Mixed,Decline,UVA MEDIUM,BOP1,Medium
2021-02-17,800.0,193.5044,Mixed,Decline,UVA MEDIUM,BOP1,Medium
2021-02-24,780.0,195.8167,Mixed,Decline,UVA MEDIUM,BOP1,Medium
2021-03-03,880.0,198.7859,Mixed,Maintained,UVA MEDIUM,BOP1,Medium
2021-03-10,920.0,195.5257,Bright,Maintained,UVA MEDIUM,BOP1,Medium
2021-03-17,880.0,198.462,Mixed,Increase,UVA MEDIUM,BOP1,Medium
2021-03-24,940.0,199.0263,Mixed,Increase,UVA MEDIUM,BOP1,Medium
2021-03-31,900.0,196.6476,Mixed,Maintained,UVA MEDIUM,BOP1,Medium
2021-04-07,900.0,193.6376,Mixed,Increase,UVA MEDIUM,BOP1,Medium
2021-04-14,850.0,195.0656,Mixed,Increase,UVA MEDIUM,BOP1,Medium
2021-04-21,820.0,200.06,Bright,Decline,UVA MEDIUM,BOP1,Medium
2021-04-28,890.0,200.06,Bright,Decline,UVA MEDIUM,BOP1,Medium
2021-05-05,960.0,196.6469,Mixed,Increase,UVA MEDIUM,BOP1,Medium
2021-05-12,900.0,197.0089,Mixed,Maintained,UVA MEDIUM,BOP1,Medium
2021-05-19,810.0,197.0191,Bright,Maintained,UVA MEDIUM,BOP1,Medium
2021-05-26,940.0,196.9664,Mixed,Increase,UVA MEDIUM,BOP1,Medium
2021-06-02,850.0,197.5298,Bright,Slight Decline,UVA MEDIUM,BOP1,Medium
2021-06-09,920.0,197.973,Bright,Decline,UVA MEDIUM,BOP1,Medium
2021-06-16,940.0,199.0131,Bright,Decline,UVA MEDIUM,BOP1,Medium
2021-06-23,980.0,199.0865,Bright,Maintained,UVA MEDIUM,BOP1,Medium
2021-06-30,880.0,197.9284,Mixed,Increase,UVA MEDIUM,BOP1,Medium
2021-07-07,890.0,199.6139,Mixed,Increase,UVA MEDIUM,BOP1,Medium
2021-07-14,940.0,198.67,Mixed,Maintained,UVA MEDIUM,BOP1,Medium
2021-07-21,980.0,199.0015,Bright,Maintained,UVA MEDIUM,BOP1,Medium
2021-07-28,940.0,199.5045,Mixed,Maintained,UVA MEDIUM,BOP1,Medium
2021-08-04,870.0,199.544,Bright,Maintained,UVA MEDIUM,BOP1,Medium
2021-08-11,880.0,199.5392,Mixed,Maintained,UVA MEDIUM,BOP1,Medium
2021-08-18,880.0,199.4368,Mixed,Maintained,UVA MEDIUM,BOP1,Medium
2021-08-25,885.0,199.39775,Bright,Maintained,UVA MEDIUM,BOP1,Medium
2021-09-01,940.0,199.3643,Bright,Decline,UVA MEDIUM,BOP1,Medium
2021-09-08,960.0,199.4965,Bright,Maintained,UVA MEDIUM,BOP1,Medium
2021-09-15,980.0,199.7687,Mixed,Slight Decline,UVA MEDIUM,BOP1,Medium
2021-09-22,870.0,201.5033,Overcast,Decline,UVA MEDIUM,BOP1,Medium
2021-09-29,925.0,201.5033,Overcast,Decline,UVA MEDIUM,BOP1,Medium
2021-10-06,980.0,200.0643,Mixed,Decline,UVA MEDIUM,BOP1,Medium
2021-10-13,940.0,200.4485,Bright,Slight Decline,UVA MEDIUM,BOP1,Medium
2021-10-20,1000.0,201.4879,Mixed,Increase,UVA MEDIUM,BOP1,Medium
2021-10-27,960.0,199.6986,Mixed,Decline,UVA MEDIUM,BOP1,Medium
2021-11-03,1020.0,201.9818,Mixed,Increase,UVA MEDIUM,BOP1,Medium
2021-11-10,1020.0,202.0085,Mixed,Increase,UVA MEDIUM,BOP1,Medium
2021-11-17,1020.0,202.6712,Bright,Slight Decline,UVA MEDIUM,BOP1,Medium
2021-11-24,1020.0,201.4611,Rainy,Decline,UVA MEDIUM,BOP1,Medium
2021-12-01,880.0,202.6101,Mixed,Decline,UVA MEDIUM,BOP1,Medium
2021-12-08,850.0,193.549,Overcast,Slight Decline,UVA MEDIUM,BOP1,Medium
2021-12-15,940.0,202.4479,Rainy,Decline,UVA MEDIUM,BOP1,Medium
2021-12-22,980.0,202.778,Bright,Maintained,UVA MEDIUM,BOP1,Medium
2021-12-29,1465.0,202.778,Bright,Maintained,UVA MEDIUM,BOP1,Medium
2023-01-04,1950.0,367.7045,Mixed,Decline,UVA MEDIUM,BOP1,Medium
2023-01-11,2150.0,367.9773,Mixed,Maintained,UVA MEDIUM,BOP1,Medium
2023-01-18,2350.0,364.1424,Bright,Maintained,UVA MEDIUM,BOP1,Medium
2023-01-25,2275.0,365.67679999999996,Overcast,Maintained,UVA MEDIUM,BOP1,Medium
2023-02-01,1750.0,364.9107,Bright,Maintained,UVA MEDIUM,BOP1,Medium
2023-02-08,2050.0,365.4467,Rainy,Increase,UVA MEDIUM,BOP1,Medium
2023-02-15,2450.0,361.954,Mixed,Maintained,UVA MEDIUM,BOP1,Medium
2023-02-22,1750.0,365.3946,Rainy,Decline,UVA MEDIUM,BOP1,Medium
2023-03-01,1750.0,339.8757,Mixed,Maintained,UVA MEDIUM,BOP1,Medium
2023-03-08,2000.0,322.9597,Mixed,Maintained,UVA MEDIUM,BOP1,Medium
2023-03-15,1950.0,324.5466,Mixed,Maintained,UVA MEDIUM,BOP1,Medium
